ticker,market_type,corp_name,corp_code
A104700,KOSPI,한국철강(주),1942110094318
A128820,KOSPI,대성산업(주),1101114382612
A206640,KOSDAQ,바디텍메드(주),1101115527168
A035420,KOSPI,네이버(주),1101111707178
A004980,KOSPI,성신양회(주),1101110072928
A003780,KOSPI,진양산업(주),1801110043610
A006280,KOSPI,(주)녹십자,1101110109854
A018470,KOSPI,조일알미늄(주),1701110021543
A002140,KOSPI,고려산업(주),1801110001494
A016450,KOSPI,한세예스24홀딩스(주),1201110019382
A002690,KOSPI,동일제강(주),1101110032005
A378340,KOSDAQ,주식회사 필에너지,1358110389651
A179900,KOSDAQ,(주)유티아이,1341110189717
A109070,KOSPI,(주)주성코퍼레이션,1313110088017
A036580,KOSPI,(주)팜스코,1311110042950
A086280,KOSPI,현대글로비스(주),1101112177388
A007310,KOSPI,(주)오뚜기,1341110002258
A117730,KOSDAQ,(주)티로보틱스,1311110126936
A012170,KOSPI,주식회사 아센디오,1101110253908
A114810,KOSDAQ,한솔아이원스(주),1348110109828
A024090,KOSPI,디씨엠(주),1801110071794
A006110,KOSPI,삼아알미늄(주),1341110002365
A028670,KOSPI,팬오션(주),1101110004286
A005180,KOSPI,(주)빙그레,1152110000287
A011760,KOSPI,현대코퍼레이션(주),1101110205850
A214260,KOSDAQ,(주)라파스,1101113430040
A365340,KOSDAQ,성일하이텍 주식회사,2111110049793
A035510,KOSPI,(주)신세계아이앤씨,1101111408867
A001510,KOSPI,SK증권(주),1101110037112
A036570,KOSPI,(주)엔씨소프트,1101111387748
A053800,KOSDAQ,(주)안랩,1101111138985
A094280,KOSPI,효성아이티엑스(주),1101111412256
A091700,KOSDAQ,(주)파트론,1358110090117
A009310,KOSPI,참엔지니어링(주),1746110001096
A067830,KOSPI,(주)세이브존아이앤씨,1101112520644
A108670,KOSPI,(주)엘엑스하우시스,1101114071207
A033250,KOSPI,(주)체시스,1748110004244
A011810,KOSPI,(주)STX,1942110000183
A010100,KOSPI,한국무브넥스(주),1812110000443
A006490,KOSPI,(주)인스코비,1101110018592
A017800,KOSPI,현대엘리베이터(주),1344110001519
A031980,KOSDAQ,피에스케이홀딩스(주),1347110004377
A001440,KOSPI,대한전선(주),1101110035835
A096770,KOSPI,SK이노베이션(주),1101113710385
A009140,KOSPI,경인전자(주),1101110150229
A034730,KOSPI,SK(주),1101110769583
A090710,KOSDAQ,휴림로봇(주),1101111817828
A220100,KOSDAQ,(주)퓨쳐켐,1246110260311
A0126Z0,KOSPI,삼성에피스홀딩스(주),1201110149508
A004140,KOSPI,(주)동방,1101110124521
A051900,KOSPI,(주)LG생활건강,1101112208000
A007390,KOSDAQ,(주)네이처셀,1243110005721
A357580,KOSDAQ,주식회사 아모센스,1244110093120
A010130,KOSPI,고려아연(주),1101110168404
A078160,KOSDAQ,메디포스트(주),1101112007709
A036810,KOSDAQ,(주)에프에스티,1101110546006
A017940,KOSPI,(주)E1,1101110381387
A005490,KOSPI,포스코홀딩스(주),1746110000741
A462520,KOSPI,조선내화 주식회사,2046110071943
A096760,KOSPI,JW홀딩스(주),1101113710468
A318060,KOSDAQ,주식회사 그래피,1101116277580
A064550,KOSDAQ,(주)바이오니아,1601110032542
A004800,KOSPI,(주)효성,1101110030497
A161890,KOSPI,한국콜마(주),1647110030756
A256840,KOSDAQ,(주)한국비엔씨,1101116202305
A086520,KOSDAQ,(주)에코프로,1101111598379
A008060,KOSPI,(주)대덕,1301110007608
A034220,KOSPI,엘지디스플레이(주),1101110393134
A105630,KOSPI,한세실업(주),1201110484303
A011230,KOSPI,삼화전자공업(주),1348110000563
A005290,KOSDAQ,(주)동진쎄미켐,1201110003848
A058850,KOSPI,(주)케이티씨에스,1601110119712
A200880,KOSPI,(주)서연이화,1101115455476
A004020,KOSPI,현대제철(주),1201110001743
A293490,KOSDAQ,(주)카카오게임즈,1311110351682
A058860,KOSPI,(주)케이티아이에스,1101112271510
A072130,KOSPI,유엔젤(주),1311110041192
A047920,KOSDAQ,에이치엘비제약(주),1101111538391
A316140,KOSPI,(주)우리금융지주,1101116981206
A131400,KOSDAQ,(주)이브이첨단소재,1701110262452
A245620,KOSDAQ,이원다이애그노믹스(주),1201110658289
A000140,KOSPI,하이트진로홀딩스(주),1101110013766
A093320,KOSDAQ,(주)케이아이엔엑스,1101111999593
A071950,KOSPI,(주)코아스,1101110881642
A015860,KOSPI,일진홀딩스(주),1201110011990
A383220,KOSPI,주식회사 에프앤에프,1101117875440
A126700,KOSDAQ,(주)하이비젼시스템,1101114324127
A002810,KOSPI,삼영무역(주),1101110027569
A003280,KOSPI,흥아해운(주),1101110515275
A004090,KOSPI,한국석유공업(주),1101110048490
A032190,KOSDAQ,(주)다우데이타,1101110863484
A293480,KOSPI,하나제약(주),1311110002409
A118990,KOSDAQ,모트렉스 주식회사,1101112341850
A151860,KOSDAQ,케이지에코솔루션(주),1101111799183
A380550,KOSDAQ,뉴로핏 주식회사,2001110455472
A280360,KOSPI,롯데웰푸드(주),1101116536481
A439580,KOSDAQ,(주)블루엠텍,1358110266776
A137310,KOSPI,에스디바이오센서(주),1358110191121
A034950,KOSDAQ,한국기업평가(주),1101110362808
A217270,KOSDAQ,(주)넵튠,1101115671171
A053610,KOSDAQ,(주)프로텍,1349110012243
A010960,KOSPI,삼호개발(주),1101110190340
A097230,KOSPI,(주)에이치제이중공업,1801110602507
A440110,KOSDAQ,(주)파두,1101115767269
A032620,KOSDAQ,(주)유비케어,1101111105364
A033270,KOSPI,한국유나이티드제약(주),1342110002769
A039200,KOSDAQ,(주)오스코텍,1615110028691
A068050,KOSDAQ,(주)팬엔터테인먼트,1101111531460
A267270,KOSPI,에이치디건설기계(주),1101116363868
A210980,KOSPI,SK디앤디(주),1101113001685
A002620,KOSPI,제일파마홀딩스(주),1101110026652
A397030,KOSDAQ,주식회사 에이프릴바이오,1401110050944
A278650,KOSDAQ,에이치엘비바이오스텝(주),2842110063231
A100090,KOSPI,에스케이오션플랜트(주),1913110003485
A004920,KOSPI,(주)씨아이테크,1101110074479
A443060,KOSPI,에이치디현대마린솔루션(주),1801111065811
A344820,KOSPI,(주)케이씨씨글라스,1101117342473
A010660,KOSPI,화천기계(주),1101110342181
A107640,KOSDAQ,(주)한중엔시에스,1701110090291
A145020,KOSDAQ,휴젤(주),1101112380890
A013580,KOSPI,계룡건설산업(주),1601110003121
A0120G0,KOSPI,(주)삼양바이오팜,1311110077896
A484590,KOSDAQ,주식회사 삼양컴텍,1101110035728
A138610,KOSDAQ,(주)나이벡,1101112940933
A014440,KOSPI,영보화학(주),1601110012742
A389500,KOSDAQ,(주)에스비비테크,1101112113142
A005940,KOSPI,엔에이치투자증권(주),1101110098130
A114840,KOSDAQ,(주)아이패밀리에스씨,1101111892333
A084870,KOSPI,(주)티비에이치글로벌,1801110346204
A305090,KOSDAQ,(주)마이크로디지탈,1348110073536
A000500,KOSPI,가온전선(주),1341110000567
A161000,KOSPI,애경케미칼(주),1101114951243
A002200,KOSPI,한국수출포장공업(주),1101110008882
A020150,KOSPI,롯데에너지머티리얼즈(주),2149110003625
A064400,KOSPI,(주)엘지씨엔에스,1101110516695
A001500,KOSPI,현대차증권(주),1101110019962
A403870,KOSDAQ,주식회사 에이치피에스피,1348110401886
A004770,KOSPI,써니전자(주),1101110070881
A299030,KOSDAQ,(주)하나기술,1348110080937
A003350,KOSPI,(주)한국화장품제조,1101110037427
A023450,KOSPI,(주)동남합성,1101110057012
A297090,KOSDAQ,씨에스베어링 주식회사,1801110611863
A009420,KOSPI,한올바이오파마(주),1641110000397
A123700,KOSPI,(주)에스제이엠,1314110241465
A042660,KOSPI,한화오션(주),1101112095837
A063160,KOSPI,(주)종근당바이오,1101112373308
A009200,KOSPI,무림페이퍼(주),1911110000782
A005720,KOSPI,(주)넥센,1846110000583
A005950,KOSPI,(주)이수화학,1101110008600
A294870,KOSPI,에이치디씨현대산업개발(주),1101116740008
A003920,KOSPI,남양유업(주),1101110092976
A376300,KOSDAQ,주식회사 디어유,1101116450615
A322000,KOSPI,에이치디현대에너지솔루션(주),1101116265410
A336260,KOSPI,두산퓨얼셀 주식회사,2149110058935
A216080,KOSDAQ,(주)제테마,1358110168568
A084690,KOSPI,대상홀딩스(주),1101113280099
A161390,KOSPI,한국타이어앤테크놀로지(주),1101114952093
A205470,KOSDAQ,휴마시스(주),1101115503308
A237690,KOSDAQ,에스티팜(주),1545110039704
A009180,KOSPI,한솔로지스틱스(주),1101110150659
A014830,KOSPI,(주)유니드,1101110275069
A008730,KOSPI,율촌화학(주),1101110145147
A308170,KOSPI,(주)씨티알모빌리티,1942110014431
A016740,KOSPI,(주)두올,1101110343957
A079940,KOSDAQ,(주)가비아,1101111777585
A001060,KOSPI,JW중외제약(주),1101110019342
A298690,KOSPI,에어부산 주식회사,1801110605121
A001250,KOSPI,(주)지에스글로벌,1101110031479
A078930,KOSPI,(주)GS,1101113045112
A002450,KOSPI,(주)삼익악기,1201110001818
A058470,KOSDAQ,리노공업(주),1801110220664
A007980,KOSPI,티피(주),1301110010031
A263750,KOSDAQ,주식회사 펄어비스,1341110195582
A004890,KOSPI,동일산업(주),1701110002171
A439090,KOSDAQ,(주)마녀공장,1101114810308
A282880,KOSDAQ,주식회사 코윈테크,1351110047419
A001520,KOSPI,(주)동양,1101110005333
A061970,KOSDAQ,엘비세미콘(주),1311110046291
A005880,KOSPI,대한해운(주),1101110008212
A004910,KOSPI,조광페인트(주),1801110007088
A085310,KOSPI,(주)엔케이,1801110054641
A060370,KOSDAQ,엘에스마린솔루션 주식회사,1801110181428
A388210,KOSDAQ,주식회사 씨엠티엑스,2481110111983
A437730,KOSDAQ,(주)삼현,1901110012514
A021050,KOSPI,(주)서원,1350110029881
A048550,KOSDAQ,(주)에스엠컬처앤콘텐츠,1101110275134
A003570,KOSPI,SNT다이내믹스(주),1101110042880
A156100,KOSDAQ,(주)엘앤케이바이오메드,1101114017227
A004990,KOSPI,롯데지주(주),1101110076300
A003720,KOSPI,(주)삼영,1101110010001
A082740,KOSPI,한화엔진(주),1942110038423
A092790,KOSPI,넥스틸(주),1746110022860
A222800,KOSDAQ,(주)심텍,1501110205802
A024070,KOSPI,(주)WISCOM,1301110009274
A021820,KOSPI,(주)세원정공,1701110039207
A054450,KOSDAQ,(주)텔레칩스,1101111799513
A111770,KOSPI,(주)영원무역,1101114129585
A060590,KOSDAQ,(주)씨티씨바이오,1101111227077
A075180,KOSPI,새론오토모티브(주),1615110030026
A082270,KOSDAQ,(주)젬백스&카엘,1601110069636
A317450,KOSPI,명인제약(주),1243110022866
A078520,KOSPI,(주)에이블씨엔씨,1101111846174
A122900,KOSPI,(주)아이마켓코리아,1101112125262
A035900,KOSDAQ,(주)제이와이피엔터테인먼트,1101111264764
A009450,KOSPI,(주)경동나비엔,1347110001159
A016590,KOSPI,신대양제지(주),1301110008789
A214320,KOSPI,(주)이노션,1101113229097
A399720,KOSDAQ,(주)가온칩스,1311110319656
A002150,KOSPI,(주)도화엔지니어링,1101110037740
A015260,KOSPI,(주)에이엔피,1243110006456
A009580,KOSPI,무림피앤피(주),1812110002548
A002870,KOSPI,(주)신풍,1347110002644
A006730,KOSDAQ,(주)서부티엔디,1101110256788
A008500,KOSPI,일정실업(주),1101110141369
A083450,KOSDAQ,(주)글로벌스탠다드테크놀로지,1313110038864
A000520,KOSPI,삼일제약(주),1101110016679
A108490,KOSDAQ,(주)로보티즈,1101111670044
A097520,KOSPI,(주)엠씨넥스,1101113136383
A047050,KOSPI,(주)포스코인터내셔널,1101112137358
A004060,KOSPI,(주)SG세계물산,1101110048002
A030200,KOSPI,(주)케이티,1101111468754
A214330,KOSPI,(주)금호에이치티,2059110000169
A187790,KOSDAQ,(주)나노,1101115248376
A004560,KOSPI,현대비앤지스틸(주),1101110065395
A033530,KOSPI,에스제이지세종(주),1812110000758
A089010,KOSDAQ,(주)켐트로닉스,1311110028116
A244920,KOSPI,주식회사 에이플러스에셋어드바이저,1101113691973
A005820,KOSPI,(주)원림,1101110095152
A003580,KOSPI,에이치엘비글로벌(주),1449110000072
A051980,KOSDAQ,(주)중앙첨단소재,1101111686728
A0030R0,KOSPI,주식회사 대신밸류리츠위탁관리부동산투자회사,1101119084198
A001260,KOSPI,남광토건(주),1101110017411
A026960,KOSPI,(주)동서,1101110180888
A007700,KOSPI,주식회사 에프앤에프홀딩스,1101110126783
A001290,KOSPI,(주)상상인증권,1101110031560
A381970,KOSPI,케이카 주식회사,1101116583490
A014910,KOSPI,성문전자(주),1311110005114
A017900,KOSPI,광전자(주),2149110002560
A032640,KOSPI,(주)LG유플러스,1101111296676
A060720,KOSDAQ,(주)케이에이치바텍,1760110007234
A056190,KOSDAQ,(주)에스에프에이,1942110032714
A062040,KOSPI,산일전기(주),1101111020728
A008420,KOSPI,문배철강(주),1101110139190
A000760,KOSPI,이화산업(주),1101110018138
A011420,KOSPI,(주)갤럭시아 에스엠,1301110008771
A339770,KOSPI,교촌에프앤비(주),1752110009005
A454910,KOSPI,두산로보틱스 주식회사,1101115798272
A089970,KOSDAQ,브이엠(주),1348110068248
A388050,KOSDAQ,지투파워(주),1351110102065
A003300,KOSPI,한일홀딩스(주),1101110040165
A048910,KOSDAQ,대원미디어(주),1101110222151
A376900,KOSDAQ,주식회사 로킷헬스케어,1101114780072
A298050,KOSPI,에이치에스효성첨단소재(주),1101116770170
A417310,KOSPI,(주)코람코더원위탁관리부동산투자회사,1101115837294
A055550,KOSPI,(주)신한금융지주회사,1101112322438
A139130,KOSPI,(주)아이엠금융지주,1701110429523
A136490,KOSPI,(주)선진,1344110046664
A272450,KOSPI,주식회사 진에어,1201110454976
A014580,KOSPI,(주)태경비케이,1101110301111
A048870,KOSDAQ,(주)시너지이노베이션,1101111530959
A089980,KOSDAQ,(주)상아프론테크,1201110038209
A031210,KOSPI,서울보증보험(주),1101110099774
A028300,KOSDAQ,에이치엘비(주),1701110021600
A000370,KOSPI,한화손해보험(주),1101110006456
A035150,KOSPI,(주)백산,1147110003729
A014160,KOSPI,대영포장(주),1101110254104
A145990,KOSPI,(주)삼양사,1101114720945
A102460,KOSPI,이연제약(주),1101110048143
A272290,KOSDAQ,(주)이녹스첨단소재,1648110105010
A000650,KOSPI,(주)천일고속,1801110006915
A279570,KOSPI,주식회사 케이뱅크,1101115938985
A131970,KOSDAQ,(주)두산테스나,1311110082427
A000860,KOSPI,강남제비스코(주),1801110003391
A215000,KOSDAQ,(주)골프존,1601110393069
A010040,KOSPI,한국내화(주),1846110000319
A000230,KOSPI,일동홀딩스(주),1101110012776
A012330,KOSPI,현대모비스(주),1101110215536
A121600,KOSDAQ,(주)나노신소재,1601110094162
A060250,KOSDAQ,엔에이치엔케이씨피 주식회사,1101111113929
A415640,KOSPI,케이비발해인프라투융자회사,1101113386954
A459510,KOSDAQ,(주)나우로보틱스,1201110845638
A218410,KOSDAQ,알에프에이치아이씨(주),1101115695337
A001210,KOSPI,금호전기(주),1101110028541
A007590,KOSPI,(주)동방아그로,1101110124969
A402030,KOSDAQ,주식회사 코난테크놀로지,1101111682932
A006740,KOSPI,블루산업개발 주식회사,1347110000408
A003550,KOSPI,(주)LG,1101110003543
A031820,KOSPI,(주)아이티센씨티에스,1101110414126
A009240,KOSPI,(주)한샘,1341110003595
A418550,KOSDAQ,(주)제이오,1244110019788
A001070,KOSPI,대한방직(주),1101110019350
A025320,KOSDAQ,(주)시노펙스,1746110004644
A072710,KOSPI,(주)농심홀딩스,1101112819005
A101530,KOSPI,해태제과식품주식회사,1615110044225
A475560,KOSPI,주식회사 더본코리아,1101111002122
A000070,KOSPI,(주)삼양홀딩스,1101110026181
A114090,KOSPI,그랜드코리아레저(주),1101113301457
A000700,KOSPI,(주)유수홀딩스,1101110003262
A011500,KOSPI,(주)한농화성,2111110001090
A079160,KOSPI,씨제이씨지브이(주),1101111673220
A001720,KOSPI,신영증권(주),1101110006612
A029460,KOSPI,(주)케이씨,1101110703210
A000050,KOSPI,(주)경방,1101110013287
A095700,KOSDAQ,(주)제넥신,1717110036705
A020120,KOSPI,(주)키다리스튜디오,1101110539382
A243070,KOSDAQ,(주)휴온스,1311110446029
A008250,KOSPI,이건산업(주),1201110001959
A012510,KOSPI,(주)더존비즈온,1201110005266
A284740,KOSPI,쿠쿠홈시스 주식회사,1355110319406
A010950,KOSPI,S-Oil(주),1101110189955
A404990,KOSPI,주식회사 신한서부티엔디위탁관리부동산투자회사,1101117343356
A289220,KOSDAQ,(주)자이언트스텝,1101113909839
A023530,KOSPI,롯데쇼핑(주),1101110000086
A065350,KOSDAQ,신성델타테크(주),1942110003096
A487570,KOSPI,(주)에이치에스효성,1101118993457
A126560,KOSPI,주식회사 현대퓨처넷,1101110842785
A011280,KOSPI,태림포장(주),1301110010015
A003680,KOSPI,한성기업(주),1801110000230
A095500,KOSDAQ,미래나노텍(주),1101112577885
A475150,KOSPI,SK이터닉스(주),1311110729441
A016380,KOSPI,KG스틸(주),1101110393308
A007120,KOSPI,(주)미래아이앤지,1101110100951
A024890,KOSPI,대원화성(주),1101110165393
A005300,KOSPI,롯데칠성음료(주),1101110003684
A460940,KOSDAQ,(주)피앤에스로보틱스,1101112922478
A002780,KOSPI,진흥기업(주),1101110006349
A007210,KOSPI,(주)벽산,1101110113384
A025000,KOSPI,KPX케미칼(주),1101110166903
A058970,KOSDAQ,(주)엠로,1101111906887
A071050,KOSPI,한국투자금융지주(주),1101112691651
A000100,KOSPI,(주)유한양행,1101110014409
A126720,KOSPI,(주)수산인더스트리,1615110001613
A006800,KOSPI,미래에셋증권(주),1101110011679
A071090,KOSPI,(주)하이스틸,1101112686024
A001390,KOSPI,KG케미칼(주),1243110008999
A336570,KOSDAQ,원텍(주),1101117232799
A005070,KOSPI,코스모신소재(주),1201110018251
A001450,KOSPI,현대해상화재보험(주),1101110035893
A033160,KOSDAQ,엠케이전자(주),1345110004412
A002220,KOSPI,한일철강(주),1101110048987
A389650,KOSDAQ,(주)넥스트바이오메디컬,1201110720228
A020000,KOSPI,(주)한섬,1101110531578
A030000,KOSPI,(주)제일기획,1101110139017
A329180,KOSPI,에이치디현대중공업(주),2301110312741
A006570,KOSPI,대림통상(주),1101110021678
A403850,KOSDAQ,더핑크퐁컴퍼니(주),1101114357110
A271980,KOSPI,제일약품(주),1101116420361
A042000,KOSDAQ,카페24(주),1101111698145
A024720,KOSPI,콜마홀딩스(주),1647110001591
A006910,KOSDAQ,보성파워텍(주),1301110007765
A007690,KOSPI,국도화학(주),1101110126642
A029530,KOSPI,(주)신도리코,1101110034960
A111110,KOSPI,호전실업 주식회사,1101110393457
A122640,KOSDAQ,(주)예스티,1348110048183
A066700,KOSDAQ,(주)테라젠이텍스,1101110724107
A119850,KOSDAQ,(주)지엔씨에너지,1101110952055
A001120,KOSPI,(주)LX인터내셔널,1101110004632
A000270,KOSPI,기아(주),1101110037998
A084990,KOSDAQ,(주)헬릭스미스,1101111343930
A011690,KOSPI,(주)와이투솔루션,1101110204498
A011150,KOSPI,CJ씨푸드(주),1101110215578
A226400,KOSDAQ,(주)오스테오닉,1101114816570
A080220,KOSDAQ,(주)제주반도체,1311110047918
A002420,KOSPI,세기상사(주),1101110015853
A445680,KOSDAQ,큐리옥스바이오시스템즈(주),1101116865103
A058730,KOSPI,다스코(주),2052110005288
A003000,KOSPI,부광약품(주),1101110030405
A215200,KOSDAQ,메가스터디교육(주),1101115685966
A025540,KOSPI,한국단자공업(주),1201110002957
A383310,KOSDAQ,주식회사 에코프로에이치엔,1501110307674
A015360,KOSPI,(주)INVENI,1101110290778
A123690,KOSPI,한국화장품(주),1101114342228
A053690,KOSPI,(주)한미글로벌건축사사무소,1101111283657
A489790,KOSPI,한화비전(주),1311110745562
A001430,KOSPI,(주)세아베스틸지주,1101110035794
A023800,KOSPI,인지컨트롤스(주),1301110006296
A214150,KOSDAQ,(주)클래시스,1101115618355
A046890,KOSDAQ,서울반도체(주),1101110522436
A439260,KOSPI,대한조선 주식회사,2047110003887
A267260,KOSPI,에이치디현대일렉트릭(주),1101116363850
A005850,KOSPI,에스엘(주),1701110000034
A012160,KOSPI,(주)영흥,1942110000191
A194370,KOSPI,(주)제이에스코퍼레이션,1101110554992
A015590,KOSPI,디케이엠이(주),1812110002275
A083930,KOSDAQ,(주)아바코,1701110166737
A213500,KOSPI,한솔제지(주),1101115604700
A290650,KOSDAQ,(주)엘앤씨바이오,1311110288992
A457190,KOSPI,주식회사 이수스페셜티케미컬,1101118626561
A064290,KOSDAQ,(주)인텍플러스,1101111204637
A085670,KOSDAQ,(주)뉴프렉스,1350110103601
A019170,KOSPI,신풍제약(주),1301110011815
A217820,KOSDAQ,(주)원익피앤이,1348110045535
A094800,KOSPI,미래에셋맵스리얼티부동산공모투자회사,1101113595852
A001570,KOSPI,(주)금양,1801110003101
A118000,KOSPI,(주)메타케어,1701110391532
A484870,KOSPI,주식회사 엠앤씨솔루션,1942110326208
A101360,KOSDAQ,(주)에코앤드림,1101113085598
A006200,KOSPI,(주)한국전자홀딩스,1101110101470
A078150,KOSDAQ,(주)에이치비테크놀러지,1311110030335
A298020,KOSPI,효성티앤씨(주),1101116770138
A029780,KOSPI,삼성카드(주),1101110346901
A236200,KOSDAQ,(주)슈프리마,1311110433589
A053030,KOSDAQ,(주)바이넥스,1801110058742
A008930,KOSPI,한미사이언스(주),1348110003187
A033500,KOSDAQ,(주)동성화인텍,1101110404361
A028050,KOSPI,삼성이앤에이(주),1101110240509
A015230,KOSPI,대창단조(주),1801110039396
A008110,KOSPI,대동전자(주),1101110134819
A195870,KOSPI,해성디에스(주),1942110223694
A096530,KOSDAQ,(주)씨젠,1101112070334
